year,country,purpose,mode,duration,age,visits_thousand,nights_thousand,millions_spent
2006,USA,Holiday,Tunnel,8-14 nights,55-64,0.44,2.63,0.1
2006,USA,Business,Air,1-3 nights,45-54,4.99,8.89,1.48
2006,USA,Business,Air,1-3 nights,55-64,0.52,0.52,0.27
2006,USA,Business,Air,4-7 nights,25-34,2.17,6.77,1.61
2006,USA,Business,Air,4-7 nights,35-44,1.67,8.08,1.46
2006,USA,Business,Air,4-7 nights,45-54,8.46,42.74,9.98
2006,USA,Business,Air,8-14 nights,25-34,0.5,3.72,0.4
2006,USA,Business,Air,15+ nights,35-44,0.28,1.11,0.05
2006,USA,Business,Tunnel,1-3 nights,25-34,0.48,0.47,0.08
2006,USA,VFR,Air,1-3 nights,16-24,0.95,2.86,0.09
2006,USA,VFR,Air,1-3 nights,35-44,1.44,2.4,0.08
2006,USA,VFR,Air,1-3 nights,45-54,1.96,5.64,0.15
2006,USA,VFR,Air,4-7 nights,16-24,0.28,0.85,0.17
2006,USA,VFR,Air,4-7 nights,25-34,0.99,4.69,0.11
2006,USA,VFR,Air,4-7 nights,45-54,1.26,5.46,0.33
2006,USA,VFR,Air,4-7 nights,55-64,0.28,0.57,0.1
2006,USA,VFR,Air,8-14 nights,16-24,6.35,42.19,1.12
2006,USA,VFR,Air,8-14 nights,25-34,1.01,12.64,0.6
2006,USA,VFR,Air,8-14 nights,35-44,3.22,30.04,4.16
2006,USA,VFR,Air,8-14 nights,45-54,3.18,33.83,2.17
2006,USA,VFR,Air,8-14 nights,55-64,0.3,4.18,0.0
2006,USA,VFR,Air,8-14 nights,65+,0.73,9.55,0.75
2006,USA,VFR,Air,15+ nights,0-15,0.28,1.41,0.02
2006,USA,VFR,Air,15+ nights,16-24,0.28,0.85,0.0
2006,USA,VFR,Air,15+ nights,25-34,0.58,5.5,0.0
2006,USA,VFR,Air,15+ nights,35-44,0.73,11.02,0.22
2006,USA,VFR,Air,15+ nights,45-54,0.55,2.79,0.07
2006,USA,VFR,Air,15+ nights,55-64,1.75,77.55,0.44
2006,USA,VFR,Air,15+ nights,65+,0.54,1.85,0.02
2006,USA,Study,Air,15+ nights,16-24,6.02,281.33,14.57
2006,USA,Holiday,Air,1-3 nights,16-24,0.52,1.55,0.03
2006,USA,Holiday,Air,1-3 nights,55-64,0.83,2.49,0.15
2006,USA,Holiday,Air,4-7 nights,0-15,5.0,25.36,5.47
2006,USA,Holiday,Air,4-7 nights,16-24,0.28,1.92,0.02
2006,USA,Holiday,Air,4-7 nights,25-34,1.62,5.29,0.42
2006,USA,Holiday,Air,4-7 nights,35-44,3.02,12.61,2.8
2006,USA,Holiday,Air,4-7 nights,45-54,0.81,3.1,0.44
2006,USA,Holiday,Air,4-7 nights,55-64,8.95,55.71,19.4
2006,USA,Holiday,Air,8-14 nights,0-15,1.57,8.03,0.67
2006,USA,Holiday,Air,8-14 nights,16-24,0.51,1.03,0.09
2006,USA,Holiday,Air,8-14 nights,25-34,4.05,22.09,2.3
2006,USA,Holiday,Air,8-14 nights,35-44,9.79,77.7,5.31
2006,USA,Holiday,Air,8-14 nights,45-54,8.97,76.16,7.12
2006,USA,Holiday,Air,8-14 nights,55-64,10.59,73.93,10.97
2006,USA,Holiday,Air,8-14 nights,65+,3.67,17.57,0.8
2006,USA,Holiday,Air,15+ nights,0-15,0.28,0.55,0.0
2006,USA,Holiday,Air,15+ nights,16-24,2.05,37.5,2.43
2006,USA,Holiday,Air,15+ nights,25-34,0.25,5.33,0.05
2006,USA,Holiday,Air,15+ nights,35-44,0.84,8.0,0.93
2006,USA,Holiday,Air,15+ nights,45-54,0.75,8.6,0.88
2006,USA,Holiday,Air,15+ nights,55-64,3.76,48.48,3.34
2006,USA,Holiday,Air,15+ nights,65+,1.86,31.83,2.97
2006,USA,Holiday,Sea,4-7 nights,16-24,1.71,1.69,0.04
2006,USA,Holiday,Sea,4-7 nights,45-54,1.71,1.69,0.11
2006,USA,Holiday,Sea,8-14 nights,16-24,2.54,5.08,0.07
2006,USA,Holiday,Sea,8-14 nights,45-54,3.42,6.75,0.31
2006,USA,Holiday,Tunnel,4-7 nights,16-24,0.47,0.93,0.01
2006,USA,Holiday,Tunnel,15+ nights,16-24,0.48,3.78,0.26
2006,USA,Holiday,Tunnel,15+ nights,25-34,0.47,2.9,0.05
2006,USA,Business,Air,1-3 nights,35-44,0.39,1.17,0.21
2006,USA,Business,Air,1-3 nights,45-54,1.35,2.4,0.63
2006,USA,Business,Air,1-3 nights,65+,0.28,0.55,0.1
2006,USA,Business,Air,4-7 nights,25-34,0.4,1.6,0.32
2006,USA,Business,Air,4-7 nights,35-44,1.27,1.27,0.33
2006,USA,Business,Air,4-7 nights,55-64,0.33,1.31,0.37
2006,USA,Business,Air,8-14 nights,25-34,0.48,2.87,0.36
2006,USA,Business,Air,8-14 nights,35-44,0.67,2.82,0.06
2006,USA,Business,Air,8-14 nights,45-54,0.3,1.49,0.03
2006,USA,Business,Air,8-14 nights,55-64,0.78,0.78,0.1
2006,USA,Business,Air,15+ nights,35-44,2.6,13.23,1.78
2006,USA,VFR,Air,1-3 nights,0-15,0.81,1.77,0.01
2006,USA,VFR,Air,1-3 nights,16-24,0.34,1.09,0.04
2006,USA,VFR,Air,1-3 nights,25-34,0.34,1.09,0.04
2006,USA,VFR,Air,1-3 nights,35-44,2.1,5.95,0.2
2006,USA,VFR,Air,1-3 nights,45-54,1.07,1.71,0.13
2006,USA,VFR,Air,4-7 nights,0-15,1.28,9.76,0.25
2006,USA,VFR,Air,4-7 nights,25-34,0.27,2.04,0.02
2006,USA,VFR,Air,4-7 nights,35-44,3.66,13.58,0.2
2006,USA,VFR,Air,4-7 nights,45-54,4.07,29.42,3.57
2006,USA,VFR,Air,4-7 nights,55-64,2.14,10.21,0.83
2006,USA,VFR,Air,4-7 nights,65+,2.1,13.66,0.68
2006,USA,VFR,Air,8-14 nights,0-15,3.6,46.9,1.08
2006,USA,VFR,Air,8-14 nights,16-24,0.34,3.28,0.08
2006,USA,VFR,Air,8-14 nights,35-44,1.65,2.38,0.1
2006,USA,VFR,Air,8-14 nights,45-54,0.51,7.19,0.24
2006,USA,VFR,Air,8-14 nights,55-64,1.45,7.07,0.29
2006,USA,VFR,Air,8-14 nights,65+,3.86,40.88,6.7
2006,USA,VFR,Air,15+ nights,16-24,0.32,5.88,0.13
2006,USA,VFR,Air,15+ nights,25-34,0.67,0.73,0.02
2006,USA,VFR,Air,15+ nights,35-44,0.49,0.53,0.01
2006,USA,VFR,Air,15+ nights,45-54,0.7,0.82,0.04
2006,USA,VFR,Air,15+ nights,55-64,0.74,14.71,0.15
2006,USA,VFR,Air,15+ nights,65+,3.74,71.06,3.91
2006,USA,Study,Air,15+ nights,16-24,1.43,94.26,2.91
2006,USA,Other,Air,4-7 nights,0-15,1.0,6.14,0.06
2006,USA,Other,Air,4-7 nights,16-24,0.6,3.04,0.46
2006,USA,Other,Air,4-7 nights,45-54,1.0,2.05,0.12
2006,USA,Other,Air,8-14 nights,35-44,0.5,1.52,0.06
2006,USA,Other,Air,15+ nights,55-64,0.26,0.54,0.03
2006,USA,Other,Sea,8-14 nights,0-15,2.73,8.29,0.16
2006,USA,Holiday,Air,1-3 nights,16-24,0.25,0.49,0.05
2006,USA,Holiday,Air,1-3 nights,25-34,1.24,2.5,0.76
2006,USA,Holiday,Air,1-3 nights,35-44,2.11,4.24,0.44
2006,USA,Holiday,Air,4-7 nights,0-15,1.2,1.2,0.04
2006,USA,Holiday,Air,4-7 nights,16-24,2.98,12.96,0.46
2006,USA,Holiday,Air,4-7 nights,25-34,0.25,0.74,0.02
2006,USA,Holiday,Air,4-7 nights,35-44,2.97,13.44,1.6
2006,USA,Holiday,Air,4-7 nights,45-54,11.34,56.63,6.43
2006,USA,Holiday,Air,4-7 nights,55-64,5.01,28.44,6.34
2006,USA,Holiday,Air,4-7 nights,65+,5.71,35.71,6.35
2006,USA,Holiday,Air,8-14 nights,0-15,3.8,22.68,2.79
2006,USA,Holiday,Air,8-14 nights,16-24,9.76,49.62,3.57
2006,USA,Holiday,Air,8-14 nights,25-34,2.89,26.77,2.04
2006,USA,Holiday,Air,8-14 nights,35-44,4.11,30.38,3.67
2006,USA,Holiday,Air,8-14 nights,45-54,14.3,93.52,6.46
2006,USA,Holiday,Air,8-14 nights,55-64,16.32,129.37,20.03
2006,USA,Holiday,Air,8-14 nights,65+,12.22,91.36,10.77
2006,USA,Holiday,Air,15+ nights,0-15,2.72,9.64,0.43
2006,USA,Holiday,Air,15+ nights,16-24,0.38,1.43,0.02
2006,USA,Holiday,Air,15+ nights,25-34,1.9,9.26,0.31
2006,USA,Holiday,Air,15+ nights,35-44,1.54,22.88,1.75
2006,USA,Holiday,Air,15+ nights,45-54,2.38,29.74,2.8
2006,USA,Holiday,Air,15+ nights,55-64,5.3,67.67,5.77
2006,USA,Holiday,Air,15+ nights,65+,5.85,92.96,6.8
2006,USA,Holiday,Sea,8-14 nights,16-24,1.72,13.45,1.95
2006,USA,Holiday,Tunnel,4-7 nights,55-64,0.52,2.08,0.15
2006,USA,Holiday,Tunnel,8-14 nights,45-54,0.52,1.04,0.07
2006,USA,Holiday,Tunnel,8-14 nights,55-64,0.52,2.6,0.22
2006,USA,Holiday,Tunnel,15+ nights,65+,0.53,1.67,0.01
2006,USA,Business,Air,1-3 nights,35-44,0.61,1.83,0.63
2006,USA,Business,Air,1-3 nights,45-54,3.18,9.58,0.96
2006,USA,Business,Air,4-7 nights,35-44,4.06,21.43,2.41
2006,USA,Business,Air,4-7 nights,45-54,3.61,14.73,2.82
2006,USA,Business,Air,8-14 nights,16-24,0.36,1.43,0.02
2006,USA,Business,Air,8-14 nights,35-44,6.25,52.87,11.86
2006,USA,Business,Air,8-14 nights,45-54,0.36,1.79,0.09
2006,USA,Business,Air,8-14 nights,55-64,2.04,16.13,2.06
2006,USA,VFR,Air,1-3 nights,35-44,1.17,2.35,0.0
2006,USA,VFR,Air,4-7 nights,25-34,1.15,4.11,0.16
2006,USA,VFR,Air,4-7 nights,35-44,1.54,8.54,0.52
2006,USA,VFR,Air,4-7 nights,45-54,0.34,1.02,0.04
2006,USA,VFR,Air,4-7 nights,65+,1.17,8.21,0.5
2006,USA,VFR,Air,8-14 nights,0-15,0.65,3.94,0.67
2006,USA,VFR,Air,8-14 nights,16-24,3.34,33.96,2.23
2006,USA,VFR,Air,8-14 nights,25-34,6.34,44.77,1.47
2006,USA,VFR,Air,8-14 nights,35-44,9.95,108.18,4.58
2006,USA,VFR,Air,8-14 nights,45-54,4.04,28.41,3.08
2006,USA,VFR,Air,8-14 nights,55-64,3.59,28.38,1.45
2006,USA,VFR,Air,8-14 nights,65+,0.34,2.04,0.02
2006,USA,VFR,Air,15+ nights,0-15,0.67,6.71,0.1
2006,USA,VFR,Air,15+ nights,16-24,0.88,21.16,0.68
2006,USA,VFR,Air,15+ nights,35-44,1.55,47.48,0.34
2006,USA,VFR,Air,15+ nights,45-54,1.27,8.69,0.35
2006,USA,VFR,Air,15+ nights,55-64,2.56,16.02,0.38
2006,USA,VFR,Air,15+ nights,65+,4.63,94.87,10.14
2006,USA,VFR,Tunnel,15+ nights,25-34,3.76,166.96,1.96
2006,USA,Study,Air,15+ nights,16-24,0.27,0.56,0.05
2006,USA,Other,Air,8-14 nights,0-15,0.34,1.72,0.01
2006,USA,Other,Air,8-14 nights,35-44,1.54,10.26,2.36
2006,USA,Other,Air,8-14 nights,55-64,0.81,3.31,0.38
2006,USA,Other,Air,15+ nights,0-15,2.34,60.68,1.7
2006,USA,Other,Air,15+ nights,16-24,1.17,32.12,3.66
2006,USA,Other,Air,15+ nights,65+,0.24,2.68,0.01
2006,USA,Holiday,Air,1-3 nights,16-24,0.92,1.86,0.28
2006,USA,Holiday,Air,1-3 nights,45-54,1.53,1.98,0.67
2006,USA,Holiday,Air,4-7 nights,16-24,4.32,20.96,0.59
2006,USA,Holiday,Air,4-7 nights,25-34,0.32,1.63,0.17
2006,USA,Holiday,Air,4-7 nights,45-54,1.08,3.26,0.1
2006,USA,Holiday,Air,4-7 nights,55-64,1.99,10.07,0.72
2006,USA,Holiday,Air,4-7 nights,65+,0.39,1.19,0.08
2006,USA,Holiday,Air,8-14 nights,0-15,0.54,2.78,0.28
2006,USA,Holiday,Air,8-14 nights,16-24,1.4,11.64,0.27
2006,USA,Holiday,Air,8-14 nights,25-34,1.96,14.81,0.89
2006,USA,Holiday,Air,8-14 nights,35-44,4.06,53.13,9.76
2006,USA,Holiday,Air,8-14 nights,45-54,1.24,6.97,0.34
2006,USA,Holiday,Air,8-14 nights,55-64,1.74,11.22,0.52
2006,USA,Holiday,Air,8-14 nights,65+,2.51,25.21,1.15
2006,USA,Holiday,Air,15+ nights,16-24,0.59,4.61,0.08
2006,USA,Holiday,Air,15+ nights,35-44,0.32,3.73,0.19
2006,USA,Holiday,Air,15+ nights,55-64,1.79,18.27,1.45
2006,USA,Holiday,Air,15+ nights,65+,0.26,1.42,0.04
2006,USA,Holiday,Tunnel,4-7 nights,16-24,1.72,3.44,0.09
2006,USA,Business,Air,1-3 nights,25-34,4.29,4.32,2.44
2006,USA,Business,Air,1-3 nights,35-44,0.46,0.93,0.25
2006,USA,Business,Air,4-7 nights,25-34,1.96,6.99,0.91
2006,USA,Business,Air,4-7 nights,35-44,0.62,2.51,0.26
2006,USA,Business,Air,4-7 nights,45-54,2.6,10.48,16.08
2006,USA,Business,Air,8-14 nights,35-44,0.66,2.04,0.17
2006,USA,Business,Air,15+ nights,35-44,0.52,10.56,0.29
2006,USA,VFR,Air,1-3 nights,25-34,2.03,2.05,0.42
2006,USA,VFR,Air,1-3 nights,45-54,4.15,12.58,3.51
2006,USA,VFR,Air,4-7 nights,25-34,4.81,31.02,1.01
2006,USA,VFR,Air,4-7 nights,35-44,0.67,2.02,0.03
2006,USA,VFR,Air,4-7 nights,45-54,1.56,10.12,0.41
2006,USA,VFR,Air,4-7 nights,55-64,2.22,15.7,1.25
2006,USA,VFR,Air,4-7 nights,65+,0.67,1.36,0.38
2006,USA,VFR,Air,8-14 nights,25-34,2.5,14.9,0.53
2006,USA,VFR,Air,8-14 nights,45-54,1.06,9.4,0.36
2006,USA,VFR,Air,8-14 nights,55-64,1.36,10.83,0.72
2006,USA,VFR,Air,8-14 nights,65+,0.29,1.48,0.0
2006,USA,VFR,Air,15+ nights,16-24,1.11,11.35,0.02
2006,USA,VFR,Air,15+ nights,25-34,0.82,1.65,0.04
2006,USA,VFR,Air,15+ nights,55-64,0.68,11.73,0.54
2006,USA,VFR,Air,15+ nights,65+,0.68,18.63,0.56
2006,USA,VFR,Tunnel,1-3 nights,25-34,0.5,0.5,0.01
2006,USA,Study,Air,4-7 nights,16-24,0.32,0.97,0.04
2006,USA,Study,Air,15+ nights,16-24,10.02,676.73,21.04
2006,USA,Other,Air,8-14 nights,0-15,1.1,9.62,0.44
2007,USA,Holiday,Air,1-3 nights,16-24,0.35,0.74,0.07
2007,USA,Holiday,Air,4-7 nights,16-24,3.65,13.43,1.35
2007,USA,Holiday,Air,4-7 nights,25-34,4.07,21.55,1.24
2007,USA,Holiday,Air,4-7 nights,35-44,1.37,6.54,0.4
2007,USA,Holiday,Air,8-14 nights,0-15,3.13,27.92,2.15
2007,USA,Holiday,Air,8-14 nights,16-24,0.51,1.53,0.04
2007,USA,Holiday,Air,8-14 nights,35-44,0.27,0.79,0.13
2007,USA,Holiday,Air,8-14 nights,45-54,0.34,1.02,0.07
2007,USA,Holiday,Air,8-14 nights,65+,0.33,4.23,0.4
2007,USA,Business,Air,1-3 nights,35-44,0.3,0.3,0.04
2007,USA,Business,Air,1-3 nights,45-54,0.77,1.55,0.53
2007,USA,Business,Air,4-7 nights,25-34,2.0,10.7,0.17
2007,USA,Business,Air,4-7 nights,35-44,0.53,2.27,0.63
2007,USA,Business,Air,4-7 nights,45-54,0.96,3.55,0.67
2007,USA,Business,Air,4-7 nights,55-64,3.5,23.26,0.93
2007,USA,Business,Air,8-14 nights,35-44,0.43,6.08,0.95
2007,USA,Business,Air,8-14 nights,55-64,0.31,1.57,0.04
2007,USA,Business,Air,15+ nights,16-24,0.32,0.65,0.04
2007,USA,Business,Air,15+ nights,35-44,0.32,1.61,0.05
2007,USA,VFR,Air,4-7 nights,0-15,4.14,29.27,1.05
2007,USA,VFR,Air,4-7 nights,16-24,0.32,1.95,0.07
2007,USA,VFR,Air,4-7 nights,25-34,0.23,0.92,0.04
2007,USA,VFR,Air,4-7 nights,35-44,0.99,6.72,0.31
2007,USA,VFR,Air,4-7 nights,45-54,0.48,1.89,0.09
2007,USA,VFR,Air,4-7 nights,55-64,0.85,3.43,0.1
2007,USA,VFR,Air,4-7 nights,65+,3.07,15.47,3.77
2007,USA,VFR,Air,8-14 nights,0-15,0.84,1.71,0.13
2007,USA,VFR,Air,8-14 nights,16-24,0.75,8.54,0.19
2007,USA,VFR,Air,8-14 nights,25-34,0.82,5.38,0.36
2007,USA,VFR,Air,8-14 nights,35-44,0.48,4.59,0.07
2007,USA,VFR,Air,8-14 nights,45-54,4.45,17.49,0.33
2007,USA,VFR,Air,15+ nights,0-15,0.3,2.42,0.02
2007,USA,Other,Air,4-7 nights,16-24,0.27,0.81,0.08
2007,USA,Holiday,Air,1-3 nights,25-34,1.86,3.29,0.42
2007,USA,Holiday,Air,1-3 nights,45-54,0.19,0.61,0.05
2007,USA,Holiday,Air,4-7 nights,0-15,0.59,4.3,0.3
2007,USA,Holiday,Air,4-7 nights,16-24,1.39,6.43,0.15
2007,USA,Holiday,Air,4-7 nights,25-34,1.78,5.6,0.49
2007,USA,Holiday,Air,4-7 nights,35-44,5.12,32.17,4.39
2007,USA,Holiday,Air,4-7 nights,45-54,9.56,42.56,2.03
2007,USA,Holiday,Air,4-7 nights,55-64,5.73,30.67,2.17
2007,USA,Holiday,Air,8-14 nights,0-15,1.92,14.14,1.02
2007,USA,Holiday,Air,8-14 nights,16-24,1.57,12.99,0.63
2007,USA,Holiday,Air,8-14 nights,25-34,2.06,10.62,0.52
2007,USA,Holiday,Air,8-14 nights,35-44,4.59,17.95,0.9
2007,USA,Holiday,Air,8-14 nights,45-54,10.18,109.83,6.38
2007,USA,Holiday,Air,8-14 nights,55-64,8.43,49.85,3.01
2007,USA,Holiday,Air,8-14 nights,65+,3.95,18.67,2.23
2007,USA,Holiday,Air,15+ nights,0-15,0.19,2.83,0.0
2007,USA,Holiday,Air,15+ nights,16-24,0.64,7.61,0.32
2007,USA,Holiday,Air,15+ nights,25-34,0.44,6.66,0.24
2007,USA,Holiday,Air,15+ nights,35-44,0.74,2.69,0.16
2007,USA,Holiday,Air,15+ nights,45-54,0.28,4.78,0.12
2007,USA,Holiday,Air,15+ nights,55-64,0.21,3.79,0.39
2007,USA,Holiday,Air,15+ nights,65+,5.72,85.32,6.63
2007,USA,Holiday,Sea,4-7 nights,45-54,1.5,4.42,0.32
2007,USA,Holiday,Sea,8-14 nights,25-34,3.27,16.02,2.4
2007,USA,Business,Air,1-3 nights,45-54,1.65,3.44,0.22
2007,USA,Business,Air,4-7 nights,35-44,0.45,2.19,0.27
2007,USA,Business,Air,4-7 nights,45-54,2.85,19.58,2.08
2007,USA,Business,Air,8-14 nights,35-44,1.05,3.24,0.78
2007,USA,Business,Air,8-14 nights,55-64,0.97,12.4,3.88
2007,USA,Business,Air,8-14 nights,65+,0.43,3.83,0.08
2007,USA,Business,Air,15+ nights,25-34,1.53,4.49,0.01
2007,USA,Business,Air,15+ nights,45-54,4.1,514.08,11.26
2007,USA,Business,Tunnel,4-7 nights,35-44,0.51,2.05,0.52
2007,USA,VFR,Air,1-3 nights,45-54,1.13,3.44,0.11
2007,USA,VFR,Air,1-3 nights,65+,0.21,0.43,0.02
2007,USA,VFR,Air,4-7 nights,16-24,0.28,1.43,0.05
2007,USA,VFR,Air,4-7 nights,25-34,7.09,38.12,2.53
2007,USA,VFR,Air,4-7 nights,35-44,0.72,2.54,0.24
2007,USA,VFR,Air,4-7 nights,45-54,4.13,26.72,1.09
2007,USA,VFR,Air,4-7 nights,55-64,4.28,17.39,1.0
2007,USA,VFR,Air,4-7 nights,65+,0.89,3.59,0.01
2007,USA,VFR,Air,8-14 nights,0-15,1.44,13.1,0.21
2007,USA,VFR,Air,8-14 nights,25-34,4.9,32.3,2.7
2007,USA,VFR,Air,8-14 nights,35-44,0.82,9.93,0.01
2007,USA,VFR,Air,8-14 nights,45-54,4.38,42.84,4.11
2007,USA,VFR,Air,8-14 nights,55-64,1.52,6.18,0.17
2007,USA,VFR,Air,15+ nights,16-24,0.28,2.87,0.05
2007,USA,VFR,Air,15+ nights,45-54,1.68,45.25,1.93
2007,USA,VFR,Air,15+ nights,55-64,0.32,1.28,0.03
2007,USA,VFR,Air,15+ nights,65+,1.89,14.76,0.4
2007,USA,Study,Air,15+ nights,16-24,0.46,12.26,0.74
2007,USA,Other,Air,1-3 nights,16-24,0.19,0.56,0.02
2007,USA,Other,Air,1-3 nights,65+,2.85,8.33,0.18
2007,USA,Other,Air,4-7 nights,35-44,0.19,1.3,0.11
2007,USA,Other,Air,4-7 nights,45-54,3.07,16.7,1.0
2007,USA,Other,Air,4-7 nights,55-64,1.16,5.65,0.39
2007,USA,Other,Air,15+ nights,25-34,0.27,4.75,0.0
2007,USA,Holiday,Air,1-3 nights,16-24,2.47,5.08,1.0
2007,USA,Holiday,Air,1-3 nights,25-34,2.47,7.62,0.56
2007,USA,Holiday,Air,1-3 nights,45-54,1.38,4.26,4.17
2007,USA,Holiday,Air,1-3 nights,55-64,4.72,12.79,1.4
2007,USA,Holiday,Air,4-7 nights,0-15,1.24,5.08,0.44
2007,USA,Holiday,Air,4-7 nights,16-24,2.94,13.83,1.58
2007,USA,Holiday,Air,4-7 nights,25-34,3.91,23.21,4.57
2007,USA,Holiday,Air,4-7 nights,35-44,7.81,41.38,15.84
2007,USA,Holiday,Air,4-7 nights,45-54,3.29,20.32,6.02
2007,USA,Holiday,Air,4-7 nights,55-64,2.98,18.32,1.36
2007,USA,Holiday,Air,4-7 nights,65+,4.22,16.32,2.73
2007,USA,Holiday,Air,8-14 nights,0-15,1.12,6.07,0.51
2007,USA,Holiday,Air,8-14 nights,16-24,4.58,26.95,1.6
2007,USA,Holiday,Air,8-14 nights,25-34,3.17,17.33,1.07
2007,USA,Holiday,Air,8-14 nights,35-44,2.77,17.06,1.98
2007,USA,Holiday,Air,8-14 nights,45-54,10.21,72.75,8.99
2007,USA,Holiday,Air,8-14 nights,55-64,12.91,112.58,12.56
2007,USA,Holiday,Air,8-14 nights,65+,7.14,41.15,3.29
2007,USA,Holiday,Air,15+ nights,0-15,2.71,32.55,2.31
2007,USA,Holiday,Air,15+ nights,16-24,1.71,7.32,0.17
2007,USA,Holiday,Air,15+ nights,25-34,1.24,180.26,0.64
2007,USA,Holiday,Air,15+ nights,35-44,1.81,19.42,0.9
2007,USA,Holiday,Air,15+ nights,45-54,2.03,31.06,2.2
2007,USA,Holiday,Air,15+ nights,55-64,3.24,24.35,1.2
2007,USA,Holiday,Air,15+ nights,65+,7.01,72.72,4.23
2007,USA,Holiday,Sea,8-14 nights,0-15,0.85,1.69,0.32
2007,USA,Holiday,Sea,8-14 nights,55-64,1.99,8.6,0.73
2007,USA,Holiday,Tunnel,8-14 nights,45-54,0.64,4.8,0.38
2007,USA,Business,Air,1-3 nights,35-44,0.93,1.15,0.3
2007,USA,Business,Air,1-3 nights,45-54,1.96,4.98,0.25
2007,USA,Business,Air,4-7 nights,25-34,3.22,15.99,3.22
2007,USA,Business,Air,4-7 nights,45-54,2.22,7.53,1.03
2007,USA,Business,Air,4-7 nights,55-64,1.14,5.79,1.54
2007,USA,Business,Air,4-7 nights,65+,0.97,5.75,0.95
2007,USA,Business,Air,8-14 nights,16-24,0.32,0.72,0.02
2007,USA,Business,Air,8-14 nights,35-44,2.31,15.51,3.11
2007,USA,Business,Air,8-14 nights,45-54,0.61,3.05,0.31
2007,USA,Business,Air,8-14 nights,55-64,2.97,17.73,1.32
2007,USA,Business,Air,15+ nights,35-44,0.26,7.08,1.32
2007,USA,Business,Air,15+ nights,45-54,0.38,11.1,2.45
2007,USA,VFR,Air,1-3 nights,25-34,2.09,2.1,0.31
2007,USA,VFR,Air,1-3 nights,35-44,1.54,4.65,0.18
2007,USA,VFR,Air,1-3 nights,55-64,1.54,3.1,0.49
2007,USA,VFR,Air,1-3 nights,65+,1.68,5.07,0.07
2007,USA,VFR,Air,4-7 nights,0-15,3.57,21.37,1.86
2007,USA,VFR,Air,4-7 nights,25-34,0.21,1.46,0.07
2007,USA,VFR,Air,4-7 nights,35-44,0.77,1.7,0.16
2007,USA,VFR,Air,4-7 nights,55-64,1.36,9.6,0.89
2007,USA,VFR,Air,4-7 nights,65+,2.07,9.66,0.49
2007,USA,VFR,Air,8-14 nights,0-15,3.04,34.41,2.7
2007,USA,VFR,Air,8-14 nights,16-24,1.36,13.71,0.93
2007,USA,VFR,Air,8-14 nights,25-34,0.19,1.55,0.07
2007,USA,VFR,Air,8-14 nights,35-44,3.41,25.08,0.89
2007,USA,VFR,Air,8-14 nights,45-54,1.68,20.3,1.46
2007,USA,VFR,Air,8-14 nights,55-64,1.63,20.29,0.91
2007,USA,VFR,Air,8-14 nights,65+,3.8,40.46,5.81
2007,USA,VFR,Air,15+ nights,0-15,1.36,27.41,0.71
2007,USA,VFR,Air,15+ nights,16-24,1.36,26.04,0.64
2007,USA,VFR,Air,15+ nights,35-44,6.13,131.01,1.64
2007,USA,VFR,Air,15+ nights,45-54,0.32,4.25,0.14
2007,USA,VFR,Air,15+ nights,55-64,3.31,100.46,1.57
2007,USA,VFR,Air,15+ nights,65+,1.25,2.52,0.1
2007,USA,VFR,Sea,15+ nights,65+,0.27,0.82,0.05
2007,USA,Study,Air,15+ nights,25-34,0.34,9.84,0.68
2007,USA,Other,Air,1-3 nights,16-24,2.45,2.43,0.4
2007,USA,Other,Air,4-7 nights,35-44,0.42,1.24,0.52
2007,USA,Other,Air,4-7 nights,45-54,1.36,6.76,1.03
2007,USA,Other,Air,4-7 nights,55-64,1.89,9.39,4.72
2007,USA,Other,Air,15+ nights,25-34,0.44,3.5,0.14
2007,USA,Holiday,Air,4-7 nights,0-15,0.32,1.31,0.08
2007,USA,Holiday,Air,4-7 nights,25-34,2.85,19.92,4.31
2007,USA,Holiday,Air,4-7 nights,35-44,0.27,1.92,0.25
2007,USA,Holiday,Air,4-7 nights,45-54,6.41,25.33,1.94
2007,USA,Holiday,Air,4-7 nights,55-64,3.4,22.9,1.94
2007,USA,Holiday,Air,4-7 nights,65+,1.21,2.94,0.24
2007,USA,Holiday,Air,8-14 nights,16-24,0.37,0.73,0.09
2007,USA,Holiday,Air,8-14 nights,35-44,2.0,15.05,1.78
2007,USA,Holiday,Air,8-14 nights,45-54,4.46,44.32,4.85
2007,USA,Holiday,Air,8-14 nights,55-64,5.08,23.49,1.08
2007,USA,Holiday,Air,8-14 nights,65+,7.61,61.93,3.75
2007,USA,Holiday,Air,15+ nights,25-34,0.39,0.8,0.04
2007,USA,Holiday,Air,15+ nights,35-44,0.24,5.16,0.48
2007,USA,Holiday,Air,15+ nights,55-64,0.33,4.9,0.25
2007,USA,Holiday,Air,15+ nights,65+,2.04,12.26,0.2
2007,USA,Holiday,Sea,15+ nights,65+,0.06,0.19,0.01
2007,USA,Business,Air,1-3 nights,35-44,0.51,0.51,0.08
2007,USA,Business,Air,1-3 nights,45-54,3.07,9.26,1.12
2007,USA,Business,Air,4-7 nights,25-34,1.87,10.17,1.53
2007,USA,Business,Air,4-7 nights,35-44,2.07,6.97,1.62
2007,USA,Business,Air,4-7 nights,45-54,0.53,2.6,0.38
